dataset,series_id,spectral_entropy,cv,seasonal_autocorr,trend_strength,history_length
traffic,528,1.768255,0.815027,0.794405,0.000186,14035
traffic,529,2.361595,1.009545,0.709131,0.000925,14035
traffic,53,2.292174,0.908848,0.627684,0.018271,14035
traffic,530,1.222659,0.686483,0.721599,0.001128,14035
traffic,531,1.184507,0.658432,0.840657,0.001703,14035
traffic,532,1.326081,0.729725,0.772722,0.005219,14035
traffic,533,1.49819,0.820212,0.851904,0.004265,14035
traffic,534,1.429084,0.727101,0.824855,8e-06,14035
traffic,535,1.464398,0.817866,0.853738,0.002545,14035
traffic,536,1.406045,0.65646,0.69741,0.000208,14035
traffic,537,1.981573,0.880011,0.66721,0.001632,14035
traffic,538,1.986073,0.95198,0.860958,0.000777,14035
traffic,539,1.232719,0.625976,0.772862,0.002771,14035
traffic,54,1.051552,0.604096,0.789982,0.002002,14035
traffic,540,2.019476,0.95991,0.835912,4.2e-05,14035
traffic,541,0.932046,0.523341,0.753401,0.000979,14035
traffic,542,1.53783,0.702453,0.763679,0.000824,14035
traffic,543,1.046788,0.610011,0.869286,0.005016,14035
traffic,544,2.935025,1.305019,0.811239,0.009942,14035
traffic,545,2.21996,0.909726,0.768011,0.027812,14035
traffic,546,1.552738,0.764395,0.801097,0.000266,14035
traffic,547,1.953229,0.958687,0.864858,0.001345,14035
traffic,548,1.016829,0.610691,0.737518,0.000942,14035
traffic,549,2.064099,1.091679,0.899546,0.000663,14035
traffic,55,1.396253,0.75666,0.786254,0.00206,14035
traffic,550,1.124391,0.693352,0.909365,0.009078,14035
traffic,551,2.012992,0.816245,0.616262,0.000159,14035
traffic,552,2.813164,1.369287,0.860159,0.012765,14035
traffic,553,1.953238,0.870565,0.743344,0.003836,14035
traffic,554,2.109434,0.9032,0.709651,0.007867,14035
traffic,555,2.215542,1.064986,0.827555,0.252892,14035
traffic,556,1.121917,0.697262,0.886211,0.038659,14035
traffic,557,1.332336,0.67976,0.850964,0.000218,14035
traffic,558,0.98534,0.641316,0.903862,2.3e-05,14035
traffic,559,1.516204,0.760134,0.834198,0.000219,14035
traffic,56,1.719772,0.678897,0.323922,0.000315,14035
traffic,560,1.586522,0.848815,0.892095,0.000421,14035
traffic,561,1.330586,0.790911,0.88864,0.001202,14035
traffic,562,1.275321,0.765607,0.93369,0.000882,14035
traffic,563,0.888535,0.635603,0.951799,0.001533,14035
traffic,564,1.764644,0.829974,0.733296,0.012597,14035
traffic,565,1.402325,0.739369,0.830299,0.114347,14035
traffic,566,0.994818,0.562205,0.81922,1e-06,14035
traffic,567,1.317321,0.728665,0.915469,0.103021,14035
traffic,568,2.112442,0.977747,0.840209,0.000752,14035
traffic,569,1.753763,0.819152,0.767317,0.006433,14035
traffic,57,1.393093,0.722846,0.837316,0.007039,14035
traffic,570,0.820043,0.576162,0.91418,0.005949,14035
traffic,571,2.333169,0.905748,0.562694,0.110431,14035
traffic,572,1.24479,0.794609,0.920462,0.001905,14035
traffic,573,0.786741,0.470829,0.707962,0.002826,14035
traffic,574,0.899878,0.576193,0.863929,8.5e-05,14035
traffic,575,1.31283,0.718734,0.784512,0.001431,14035
traffic,576,1.095913,0.645981,0.885619,0.001961,14035
traffic,577,1.084608,0.589289,0.792461,0.001826,14035
traffic,578,2.600789,1.111231,0.704915,0.000974,14035
traffic,579,1.12385,0.622822,0.732108,0.004316,14035
traffic,58,1.634111,0.838578,0.816042,0.001033,14035
traffic,580,2.703094,1.177455,0.766407,0.011697,14035
traffic,581,1.799219,0.874038,0.803378,0.000182,14035
traffic,582,1.212169,0.691807,0.849293,0.006798,14035
traffic,583,1.069067,0.653654,0.893454,5.1e-05,14035
traffic,584,0.947435,0.570739,0.845054,0.002699,14035
traffic,585,1.090779,0.672106,0.912724,0.001029,14035
traffic,586,2.847613,1.171239,0.725852,0.001904,14035
traffic,587,1.529012,0.749666,0.679971,0.000468,14035
traffic,588,1.573349,0.890007,0.893926,0.000532,14035
traffic,589,1.538953,0.782459,0.835295,0.000447,14035
traffic,59,0.750638,0.593832,0.936971,0.00279,14035
traffic,590,1.119491,0.668478,0.907279,6.4e-05,14035
traffic,591,1.403927,0.699795,0.79442,0.001089,14035
traffic,592,1.135793,0.61894,0.79947,0.002185,14035
traffic,593,0.793764,0.502529,0.779894,0.028843,14035
traffic,594,1.81347,0.982027,0.890997,0.000226,14035
traffic,595,1.987339,0.881459,0.803081,0.001463,14035
traffic,596,0.854202,0.598167,0.85811,0.030308,14035
traffic,597,1.77239,0.836176,0.796809,0.003543,14035
traffic,598,0.992326,0.576351,0.811788,0.001412,14035
traffic,599,1.278426,0.682687,0.741749,1.7e-05,14035
traffic,6,1.822343,0.963127,0.900509,0.001163,14035
traffic,60,1.033116,0.65044,0.847323,0.007484,14035
traffic,600,1.361169,0.729951,0.715857,0.001657,14035
traffic,601,1.216011,0.678188,0.883354,0.008927,14035
traffic,602,1.434394,0.727879,0.753561,0.003169,14035
traffic,603,1.207864,0.690052,0.923576,0.189112,14035
traffic,604,1.088466,0.593879,0.797487,0.010206,14035
traffic,605,1.005857,0.602173,0.806994,0.00011,14035
traffic,606,1.217798,0.706891,0.914101,0.013085,14035
traffic,607,1.696414,0.875031,0.709874,0.102542,14035
traffic,608,1.424062,0.710927,0.787854,0.001505,14035
traffic,609,1.403018,0.744371,0.875163,0.003319,14035
traffic,61,2.290539,1.044212,0.85081,0.000122,14035
traffic,610,0.93938,0.611141,0.890728,0.001486,14035
traffic,611,1.266203,0.67606,0.850059,0.002396,14035
traffic,612,2.242638,1.006027,0.856212,0.003284,14035
traffic,613,1.294457,0.691555,0.835219,0.059546,14035
traffic,614,1.401394,0.72178,0.738424,0.000216,14035
traffic,615,1.285892,0.743792,0.820377,0.006152,14035
traffic,616,1.01179,0.662145,0.924637,0.000317,14035
traffic,617,3.191858,1.340242,0.716987,0.000258,14035
traffic,618,1.405836,0.745494,0.851183,0.00083,14035
traffic,619,1.802991,0.897473,0.780776,0.002004,14035
traffic,62,1.714402,0.825954,0.772185,0.022485,14035
traffic,620,1.641295,0.794297,0.799975,5.2e-05,14035
traffic,621,2.198716,0.994195,0.726162,0.000461,14035
traffic,622,1.446447,0.70395,0.771308,0.000668,14035
traffic,623,1.924745,0.812271,0.710192,0.0009,14035
traffic,624,1.513076,0.791016,0.86483,5e-06,14035
traffic,625,0.793089,0.553684,0.90598,0.001611,14035
traffic,626,1.524075,0.786582,0.771121,6.3e-05,14035
traffic,627,2.412469,1.132477,0.87629,0.001548,14035
traffic,628,1.369141,0.796761,0.865035,0.0055,14035
traffic,629,1.488611,0.706311,0.742077,0.016958,14035
traffic,63,1.400425,0.771328,0.890093,0.003674,14035
traffic,630,1.564088,0.766369,0.797421,0.001169,14035
traffic,631,1.419111,0.745335,0.773308,0.001083,14035
traffic,632,3.421011,1.392204,0.667996,6e-06,14035
traffic,633,0.958714,0.616005,0.907274,0.004587,14035
traffic,634,1.664724,0.953811,0.921119,0.002177,14035
traffic,635,1.970875,0.991191,0.843559,0.003271,14035
traffic,636,0.754854,0.508006,0.802445,0.035775,14035
traffic,637,1.957145,1.012976,0.879483,0.000241,14035
traffic,638,1.480139,0.844868,0.856521,0.00484,14035
traffic,639,2.219686,0.968839,0.768419,0.007091,14035
traffic,64,2.046118,1.004484,0.873546,0.002075,14035
traffic,640,1.268144,0.675211,0.804536,0.003679,14035
traffic,641,1.874668,0.99196,0.850646,0.001196,14035
traffic,642,2.254584,1.009815,0.846081,0.10253,14035
traffic,643,1.156515,0.659247,0.773076,0.001576,14035
traffic,644,1.812093,0.926292,0.866585,0.003545,14035
traffic,645,1.793615,0.786698,0.74091,0.001032,14035
traffic,646,0.882351,0.622275,0.899859,0.0,14035
traffic,647,2.062358,0.86022,0.76121,0.011437,14035
traffic,648,1.180348,0.730233,0.867171,0.001142,14035
traffic,649,0.971748,0.623372,0.839293,0.000485,14035
traffic,65,1.189629,0.743685,0.875682,0.000857,14035
traffic,650,2.316211,0.971767,0.843251,0.008309,14035
traffic,651,1.367673,0.70901,0.815967,0.000795,14035
traffic,652,1.486413,0.756402,0.737603,0.000147,14035
traffic,653,1.59405,0.755866,0.863084,0.000152,14035
traffic,654,1.516757,0.758195,0.808618,0.001713,14035
traffic,655,1.42612,0.728587,0.695942,0.001749,14035
traffic,656,1.85179,0.804919,0.538784,0.001084,14035
traffic,657,1.323104,0.674855,0.809692,0.023519,14035
traffic,658,1.182321,0.679456,0.878637,0.001917,14035
traffic,659,1.256742,0.702803,0.876055,0.004245,14035
traffic,66,1.277045,0.719055,0.866562,0.012079,14035
traffic,660,1.500893,0.734227,0.795136,0.001038,14035
traffic,661,1.506013,0.796664,0.864119,0.000952,14035
traffic,662,1.135561,0.707151,0.89466,0.173808,14035
traffic,663,0.800484,0.606952,0.984874,4.7e-05,14035
traffic,664,1.208598,0.753591,0.918097,0.08067,14035
traffic,665,1.495863,0.790488,0.856813,0.0415,14035
traffic,666,1.109274,0.642583,0.878933,0.0032,14035
traffic,667,1.99554,1.023187,0.851259,0.002526,14035
traffic,668,1.368606,0.704114,0.768331,0.001082,14035
traffic,669,0.990459,0.690315,0.946484,0.083359,14035
traffic,67,2.393694,1.075668,0.784477,0.000232,14035
traffic,670,1.38902,0.701911,0.796239,0.000232,14035
traffic,671,1.212485,0.722859,0.877819,0.022463,14035
traffic,672,2.635369,1.195169,0.773397,0.0,14035
traffic,673,1.252604,0.759246,0.877515,0.00213,14035
traffic,674,1.417145,0.725594,0.820702,0.002581,14035
traffic,675,0.936273,0.657297,0.903593,0.009804,14035
traffic,676,0.569362,0.485134,0.913179,0.001952,14035
traffic,677,1.381833,0.724227,0.784792,0.000561,14035
traffic,678,0.969799,0.617339,0.836933,0.000167,14035
traffic,679,1.014889,0.714734,0.908431,0.001452,14035
traffic,68,0.79319,0.595408,0.951866,0.012921,14035
traffic,680,1.681269,0.770963,0.733972,0.004336,14035
traffic,681,1.057439,0.644919,0.826908,0.002154,14035
traffic,682,1.070524,0.635741,0.798196,0.001182,14035
traffic,683,0.820125,0.501928,0.840311,0.003268,14035
traffic,684,1.63376,0.833671,0.851662,0.004185,14035
traffic,685,1.398183,0.820359,0.889938,0.004424,14035
traffic,686,1.546677,0.785045,0.82869,0.003696,14035
traffic,687,1.761043,0.882103,0.869203,0.000649,14035
traffic,688,2.201218,0.905974,0.639448,9e-06,14035
traffic,689,1.187978,0.654561,0.7738,8e-06,14035
traffic,69,2.999667,1.193328,0.74305,0.002999,14035
traffic,690,1.687259,0.883377,0.840579,2.2e-05,14035
traffic,691,1.1247,0.632484,0.787918,0.000612,14035
traffic,692,0.912139,0.626032,0.910517,0.001794,14035
traffic,693,4.179313,1.635981,0.580491,5.7e-05,14035
traffic,694,1.026475,0.637404,0.878744,0.024859,14035
traffic,695,1.20008,0.629189,0.729789,0.078879,14035
traffic,696,1.523055,0.759185,0.773734,0.087271,14035
traffic,697,1.25976,0.66685,0.799903,0.039898,14035
traffic,698,1.689222,0.938051,0.896605,0.004889,14035
traffic,699,1.093095,0.692023,0.864796,0.058813,14035
traffic,7,1.570632,0.901976,0.892559,0.000202,14035
traffic,70,1.043207,0.585688,0.862846,0.002326,14035
traffic,700,1.14985,0.637896,0.787188,0.007687,14035
traffic,701,2.967237,1.356919,0.776015,0.001079,14035
traffic,702,0.98471,0.554179,0.806546,0.002912,14035
traffic,703,1.40259,0.780968,0.91037,0.001867,14035
traffic,704,1.778776,0.928979,0.870773,0.007548,14035
traffic,705,1.392019,0.779582,0.893308,0.002366,14035
traffic,706,1.705113,0.842013,0.809183,0.000996,14035
traffic,707,1.842875,0.988734,0.861708,0.009218,14035
traffic,708,0.846386,0.588494,0.865845,0.002605,14035
traffic,709,1.856284,0.938161,0.856282,0.009699,14035
traffic,71,1.733375,0.904598,0.908491,0.000529,14035
traffic,710,1.767505,0.869047,0.817464,0.000224,14035
traffic,711,2.344505,0.969738,0.641891,0.004342,14035
traffic,712,1.845749,0.923832,0.874517,0.000735,14035
traffic,713,2.032202,0.815885,0.416773,5e-05,14035
traffic,714,1.208075,0.775586,0.882122,0.006101,14035
traffic,715,1.618149,0.79739,0.789385,0.001598,14035
traffic,716,1.356761,0.87586,0.856942,0.00345,14035
traffic,717,1.330255,0.65084,0.693923,0.008988,14035
traffic,718,1.914874,0.899954,0.604761,0.005785,14035
traffic,719,0.68729,0.542682,0.930602,0.002002,14035
traffic,72,0.788196,0.600811,0.894661,0.001746,14035
traffic,720,1.971659,0.832385,0.484992,0.001145,14035
traffic,721,0.822781,0.671126,0.945716,0.002036,14035
traffic,722,3.209732,1.107474,0.396914,0.000412,14035
traffic,723,1.266429,0.639868,0.589041,0.009215,14035
traffic,724,1.82548,0.834988,0.815585,0.125446,14035
traffic,725,1.227307,0.580754,0.528828,0.033354,14035
traffic,726,1.57276,0.693241,0.563554,0.037453,14035
traffic,727,1.832431,0.738387,0.503092,0.000443,14035
traffic,728,2.369902,0.96492,0.662928,0.000637,14035
traffic,729,1.147029,0.640941,0.844766,0.002857,14035
traffic,73,1.733649,0.8566,0.831813,0.006647,14035
traffic,730,0.69884,0.55385,0.923548,0.003729,14035
traffic,731,0.969218,0.661452,0.935663,0.000915,14035
traffic,732,1.889956,0.954243,0.846376,0.000575,14035
traffic,733,0.759471,0.606638,0.983561,0.021782,14035
traffic,734,1.710022,0.840427,0.858576,0.00076,14035
traffic,735,0.603871,0.480356,0.865945,0.00183,14035
traffic,736,2.060286,0.905636,0.740029,0.003487,14035
traffic,737,2.500142,0.90965,0.352761,8.2e-05,14035
traffic,738,1.247991,0.717088,0.88309,0.003735,14035
traffic,739,1.563102,0.742996,0.767061,0.000157,14035
traffic,74,3.120701,1.428133,0.82612,0.000253,14035
traffic,740,1.153036,0.728997,0.865184,0.000214,14035
traffic,741,0.730946,0.493289,0.783196,0.002816,14035
traffic,742,1.849744,0.80887,0.755131,0.011959,14035
traffic,743,1.986796,0.852979,0.736863,0.06311,14035
traffic,744,1.132016,0.710486,0.846476,0.001949,14035
traffic,745,1.474341,0.701257,0.744337,0.004059,14035
traffic,746,1.499461,0.716333,0.724152,0.006814,14035
traffic,747,2.289698,1.026108,0.740355,0.002101,14035
traffic,748,1.981391,0.813162,0.598764,0.025869,14035
traffic,749,1.816376,0.90377,0.842612,0.002953,14035
traffic,75,1.495277,0.77654,0.872597,0.000102,14035
traffic,750,1.112629,0.653554,0.836313,0.000395,14035
traffic,751,1.126653,0.78721,0.932776,0.004288,14035
traffic,752,0.886894,0.683205,0.9539,0.001093,14035
traffic,753,0.998155,0.675577,0.920365,0.000835,14035
traffic,754,2.098623,1.104669,0.85656,0.002054,14035
traffic,755,0.913493,0.555712,0.844604,0.007375,14035
traffic,756,0.966225,0.63072,0.893562,0.001569,14035
traffic,757,1.226219,0.720647,0.901468,0.000273,14035
traffic,758,1.44209,0.869331,0.917172,0.000847,14035
traffic,759,0.939019,0.638602,0.872845,0.000108,14035
traffic,76,1.784508,0.963358,0.868571,0.00069,14035
traffic,760,2.507921,1.093933,0.831077,0.004178,14035
traffic,761,1.71512,0.77328,0.694247,0.00215,14035
traffic,762,1.244215,0.602833,0.621643,0.011471,14035
traffic,763,2.283361,1.015573,0.828359,0.001438,14035
traffic,764,0.781868,0.59169,0.921368,0.004504,14035
traffic,765,0.838551,0.614283,0.912752,0.004827,14035
traffic,766,2.43538,0.978554,0.70988,3.1e-05,14035
traffic,767,0.973344,0.604797,0.835173,0.000149,14035
traffic,768,1.950053,1.013349,0.861939,1.3e-05,14035
traffic,769,1.675638,0.814079,0.762801,0.00042,14035
traffic,77,1.658082,0.996493,0.933566,0.001108,14035
traffic,770,1.782354,0.843629,0.755066,0.000486,14035
traffic,771,1.396521,0.687193,0.686841,0.00098,14035
traffic,772,1.921475,0.841964,0.673366,0.00348,14035
traffic,773,2.511622,1.024951,0.743046,0.000179,14035
traffic,774,3.71888,1.539803,0.682035,0.001114,14035
traffic,775,1.205705,0.679795,0.862165,0.02624,14035
traffic,776,1.220841,0.746881,0.897352,0.014631,14035
traffic,777,1.111703,0.647013,0.886232,0.105556,14035
traffic,778,0.943199,0.624047,0.8739,0.002086,14035
traffic,779,1.487069,0.755143,0.8613,0.001475,14035
traffic,78,1.352191,0.735991,0.818931,5.2e-05,14035
traffic,780,1.183507,0.663336,0.778955,0.000353,14035
traffic,781,1.084399,0.626495,0.800094,0.000635,14035
traffic,782,1.028655,0.631559,0.841052,5e-06,14035
traffic,783,1.442649,0.700048,0.766378,0.008631,14035
traffic,784,1.184793,0.649982,0.780029,0.000179,14035
traffic,785,1.852676,0.831785,0.715915,7.9e-05,14035
traffic,786,1.535444,0.747556,0.728208,0.000194,14035
traffic,787,1.064919,0.583775,0.743884,0.006616,14035
traffic,788,0.824476,0.557851,0.833722,0.029449,14035
traffic,789,1.837007,0.941113,0.8109,0.006101,14035
traffic,79,0.991926,0.592834,0.785903,0.001819,14035
traffic,790,2.322535,0.869784,0.357251,0.066913,14035
traffic,791,1.941873,0.989282,0.850235,0.0,14035
traffic,792,0.917075,0.574267,0.831857,0.000114,14035
traffic,793,1.731588,0.84959,0.777758,0.000761,14035
traffic,794,1.59857,0.79224,0.833265,0.003104,14035
traffic,795,1.680038,0.751302,0.743844,0.041096,14035
traffic,796,2.342418,0.83915,0.402789,0.01266,14035
traffic,797,2.256011,1.001288,0.798914,0.000352,14035
traffic,798,2.269568,0.994433,0.711306,0.0012,14035
traffic,799,0.766639,0.585043,0.897368,0.012775,14035
traffic,8,0.892079,0.654791,0.918946,0.001824,14035
traffic,80,0.575222,0.410803,0.864532,0.019316,14035
traffic,800,1.808698,0.794649,0.785263,0.001595,14035
traffic,801,1.698037,0.933167,0.885679,0.000346,14035
traffic,802,1.150655,0.69237,0.917336,0.00138,14035
traffic,803,2.158126,0.904752,0.675442,0.000223,14035
traffic,804,1.306663,0.726508,0.816839,0.000103,14035
traffic,805,0.864505,0.628356,0.949117,0.001323,14035
traffic,806,1.031623,0.673173,0.869251,0.000657,14035
traffic,807,1.766355,0.770689,0.595402,0.007447,14035
traffic,808,1.935962,0.976452,0.849776,0.000628,14035
traffic,809,1.272957,0.720861,0.870534,0.000145,14035
traffic,81,1.520665,0.842945,0.870703,0.004023,14035
traffic,810,1.668593,0.791138,0.744196,0.002268,14035
traffic,811,1.095401,0.615542,0.794533,0.009935,14035
traffic,812,1.056717,0.618839,0.803433,0.0,14035
traffic,813,2.050535,0.96053,0.771839,0.001116,14035
traffic,814,2.089617,0.970567,0.818717,0.001366,14035
traffic,815,1.156766,0.604746,0.823112,0.002134,14035
traffic,816,1.165036,0.695443,0.86233,0.002191,14035
traffic,817,1.002907,0.559536,0.782945,0.048588,14035
traffic,818,0.741613,0.514682,0.898695,0.000974,14035
traffic,819,2.128505,1.064622,0.884827,0.0,14035
traffic,82,1.019058,0.608686,0.866439,0.001588,14035
traffic,820,1.246885,0.644916,0.73199,0.001611,14035
traffic,821,0.822051,0.594026,0.944389,0.001249,14035
traffic,822,1.976288,0.979865,0.746448,0.044374,14035
traffic,823,1.0099,0.615521,0.787647,0.005524,14035
traffic,824,1.409131,0.696748,0.744283,2.8e-05,14035
traffic,825,2.556693,1.045148,0.768537,0.001779,14035
traffic,826,1.148508,0.7002,0.837179,0.009159,14035
traffic,827,1.613071,0.817905,0.854264,2.4e-05,14035
traffic,828,1.512284,0.777474,0.872824,0.001405,14035
traffic,829,1.388122,0.742305,0.841886,0.000201,14035
traffic,83,0.959393,0.661711,0.883716,0.007829,14035
traffic,830,1.621085,0.773879,0.781412,0.009869,14035
traffic,831,0.459572,0.38151,0.830734,0.017865,14035
traffic,832,0.690306,0.445628,0.736326,0.003196,14035
traffic,833,2.238286,0.999943,0.780368,0.085182,14035
traffic,834,1.277789,0.688285,0.80026,0.088966,14035
traffic,835,0.908095,0.618397,0.945706,0.012492,14035
traffic,836,1.831949,0.856616,0.789095,0.022285,14035
traffic,837,1.916184,0.941496,0.807037,0.006205,14035
traffic,838,1.144088,0.697106,0.934073,0.005212,14035
traffic,839,1.396401,0.787682,0.798181,0.001117,14035
traffic,84,1.886787,0.927329,0.872387,0.004357,14035
traffic,840,4.079001,1.55744,0.718625,0.009856,14035
traffic,841,0.644358,0.538034,0.949522,0.000656,14035
traffic,842,0.685984,0.587713,0.947942,0.001117,14035
traffic,843,1.443717,0.706898,0.722165,0.001527,14035
traffic,844,0.755999,0.603648,0.919945,0.00277,14035
traffic,845,2.826322,1.24183,0.824122,0.001967,14035
traffic,846,1.835352,0.953891,0.889064,0.000163,14035
traffic,847,1.576877,0.952551,0.932598,7.6e-05,14035
traffic,848,1.564774,0.798382,0.722212,2.3e-05,14035
traffic,849,1.862188,0.96268,0.881335,0.000233,14035
traffic,85,1.103423,0.620081,0.800247,0.000488,14035
traffic,850,1.618599,0.701407,0.578834,0.001389,14035
traffic,851,2.770237,1.235169,0.755563,0.021313,14035
traffic,852,1.046958,0.729319,0.975947,0.105671,14035
traffic,853,0.840098,0.629635,0.967598,0.015742,14035
traffic,854,1.519579,0.770753,0.765876,0.000229,14035
traffic,855,1.159862,0.588836,0.680419,0.004099,14035
traffic,856,0.958879,0.628156,0.878458,3e-06,14035
traffic,857,0.921229,0.642257,0.931149,0.016533,14035
